EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,MonthlyIncome,YearsAtCompany,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,DistanceFromHome,BusinessTravel,NumCompaniesWorked,YearsSinceLastPromotion,Attrition
1429,32,Female,Single,Sales,Sales Executive,2,Technical Degree,8715,14,Yes,1,3,2,4,20,Travel_Rarely,3,11,No
1430,38,Male,Married,Research & Development,Research Scientist,4,Medical,1194,20,Yes,4,4,3,3,3,Non-Travel,0,1,Yes
1431,50,Male,Divorced,Sales,Sales Representative,1,Marketing,12785,32,No,3,4,2,3,29,Travel_Rarely,9,5,No
1432,31,Female,Married,Research & Development,Healthcare Representative,2,Life Sciences,5143,13,No,2,3,1,3,5,Travel_Rarely,4,11,No
1433,39,Female,Married,Sales,Sales Representative,5,Marketing,7670,10,No,4,2,4,3,2,Non-Travel,0,7,Yes
1434,42,Female,Married,Research & Development,Laboratory Technician,4,Life Sciences,13535,2,No,3,4,1,3,28,Travel_Rarely,2,3,No
1435,35,Male,Divorced,Sales,Sales Representative,2,Other,3705,17,Yes,1,2,1,3,8,Travel_Rarely,1,10,Yes
1436,24,Female,Single,Research & Development,Research Scientist,3,Human Resources,3941,6,Yes,1,1,4,3,15,Travel_Rarely,4,0,Yes
1437,36,Female,Divorced,Sales,Manager,3,Other,12780,18,Yes,2,1,3,3,11,Travel_Rarely,1,12,Yes
1438,32,Female,Single,Sales,Sales Executive,1,Life Sciences,7283,10,No,4,3,2,3,4,Non-Travel,6,9,No
1439,36,Male,Single,Research & Development,Healthcare Representative,3,Human Resources,10659,18,No,4,4,4,3,3,Travel_Rarely,5,5,No
1440,59,Female,Single,Research & Development,Research Scientist,4,Other,4641,9,No,1,3,1,3,26,Travel_Rarely,2,4,No
1441,32,Female,Single,Sales,Sales Executive,3,Human Resources,10154,14,Yes,1,1,4,3,4,Travel_Rarely,9,8,Yes
1442,43,Male,Divorced,Research & Development,Manager,1,Other,12963,25,Yes,2,4,4,3,29,Travel_Rarely,5,14,No
1443,42,Female,Single,Research & Development,Healthcare Representative,2,Medical,5242,5,No,1,4,1,3,13,Non-Travel,2,15,No
1444,42,Female,Divorced,Research & Development,Manager,3,Human Resources,10380,23,No,3,1,1,3,7,Non-Travel,0,6,No
1445,44,Male,Divorced,Sales,Manager,2,Technical Degree,8275,26,Yes,1,3,2,3,16,Travel_Rarely,1,5,No
1446,46,Female,Married,Research & Development,Manufacturing Director,4,Life Sciences,10592,28,Yes,2,3,4,3,2,Travel_Rarely,1,13,No
1447,49,Female,Married,Research & Development,Manager,1,Technical Degree,8770,31,No,2,1,4,3,19,Travel_Rarely,1,8,No
1448,35,Male,Divorced,Research & Development,Manufacturing Director,4,Human Resources,7013,17,No,4,1,2,3,16,Travel_Rarely,3,7,No
1449,47,Female,Divorced,Research & Development,Manager,2,Marketing,3640,24,No,3,4,2,3,20,Non-Travel,1,15,Yes
1450,40,Female,Married,Sales,Manager,1,Technical Degree,5123,19,Yes,2,1,3,4,29,Non-Travel,2,5,No
1451,37,Male,Single,Research & Development,Research Scientist,3,Technical Degree,10974,19,Yes,1,2,3,3,26,Travel_Rarely,0,8,No
1452,38,Male,Married,Research & Development,Manager,1,Technical Degree,6662,7,Yes,1,1,2,3,21,Non-Travel,3,11,Yes
1453,24,Female,Divorced,Sales,Sales Representative,1,Medical,9111,6,No,2,1,4,3,14,Travel_Rarely,0,7,No
1454,42,Male,Married,Research & Development,Healthcare Representative,1,Marketing,14071,24,No,2,2,4,3,26,Non-Travel,6,13,No
1455,34,Female,Single,Research & Development,Manager,1,Technical Degree,7267,0,Yes,1,3,2,3,14,Non-Travel,0,4,No
1456,39,Female,Divorced,Sales,Manager,4,Technical Degree,12021,21,No,3,3,3,3,29,Travel_Rarely,2,12,No
1457,36,Female,Married,Sales,Manager,3,Other,7476,12,No,1,1,4,3,24,Travel_Rarely,2,9,Yes
1458,42,Female,Single,Research & Development,Healthcare Representative,2,Life Sciences,7153,24,No,2,3,1,3,24,Non-Travel,5,8,No
1459,32,Male,Divorced,Research & Development,Research Scientist,4,Marketing,7179,0,No,3,2,2,3,12,Non-Travel,9,4,No
1460,46,Male,Divorced,Research & Development,Laboratory Technician,3,Human Resources,2907,12,No,4,1,4,3,27,Travel_Rarely,1,1,No
1461,38,Female,Divorced,Sales,Sales Executive,1,Marketing,4049,20,No,4,3,4,3,15,Travel_Rarely,7,13,No
1462,47,Female,Divorced,Sales,Sales Executive,4,Medical,1168,29,Yes,2,4,2,3,18,Travel_Rarely,1,13,Yes
1463,31,Male,Single,Research & Development,Healthcare Representative,5,Medical,7820,13,No,3,3,1,3,26,Non-Travel,9,13,Yes
1464,51,Male,Married,Research & Development,Healthcare Representative,2,Other,6269,0,Yes,3,1,4,4,16,Travel_Rarely,9,14,No
1465,32,Male,Divorced,Research & Development,Manufacturing Director,2,Human Resources,13084,14,No,4,2,3,4,3,Travel_Rarely,9,13,No
1466,23,Male,Married,Human Resources,Manager,4,Other,1009,5,Yes,1,3,1,3,21,Travel_Rarely,3,1,No
1467,40,Male,Divorced,Research & Development,Manufacturing Director,1,Other,4742,11,Yes,3,2,4,3,3,Travel_Frequently,9,10,Yes
1468,27,Female,Married,Sales,Sales Executive,4,Medical,8979,1,No,4,3,1,3,18,Non-Travel,2,5,No
1469,39,Female,Divorced,Sales,Sales Representative,2,Life Sciences,4525,20,Yes,1,1,1,3,11,Non-Travel,5,8,Yes
1470,25,Male,Divorced,Research & Development,Research Scientist,2,Medical,9553,7,Yes,4,4,3,4,2,Travel_Rarely,8,13,Yes
1471,42,Male,Divorced,Sales,Manager,1,Marketing,6152,24,Yes,2,2,4,3,15,Non-Travel,8,6,No
1472,53,Male,Married,Sales,Manager,2,Human Resources,2754,35,No,1,1,3,3,21,Travel_Frequently,0,1,No
1473,23,Female,Divorced,Research & Development,Manager,4,Marketing,4078,5,No,1,2,1,3,10,Non-Travel,1,4,No
1474,36,Male,Married,Human Resources,Manager,5,Human Resources,7351,18,No,4,3,3,3,11,Non-Travel,9,10,Yes
1475,34,Female,Divorced,Research & Development,Research Scientist,1,Life Sciences,7732,11,No,4,4,1,3,18,Non-Travel,7,3,No
1476,25,Female,Divorced,Research & Development,Manager,4,Medical,11553,0,Yes,4,3,4,4,1,Non-Travel,0,8,No
1477,36,Male,Married,Research & Development,Laboratory Technician,5,Other,10410,14,Yes,4,3,4,3,29,Travel_Rarely,9,6,Yes
1478,40,Male,Divorced,Human Resources,Manager,3,Human Resources,8098,22,Yes,2,2,2,3,24,Non-Travel,4,7,No
1479,42,Male,Divorced,Research & Development,Healthcare Representative,1,Other,8066,24,No,4,1,1,4,28,Travel_Frequently,6,13,Yes
1480,42,Female,Single,Research & Development,Manufacturing Director,3,Human Resources,11152,14,Yes,3,4,3,3,1,Travel_Rarely,5,2,No
1481,38,Female,Single,Research & Development,Laboratory Technician,1,Medical,8981,10,No,3,1,1,3,1,Travel_Rarely,0,10,No
1482,36,Male,Married,Sales,Sales Representative,3,Life Sciences,11540,18,Yes,1,4,4,3,19,Non-Travel,0,1,No
1483,30,Male,Single,Research & Development,Research Scientist,1,Technical Degree,12803,12,No,1,1,1,3,10,Travel_Frequently,6,3,No
1484,36,Male,Married,Research & Development,Manager,4,Technical Degree,1492,18,Yes,3,1,3,3,19,Non-Travel,1,0,No
1485,38,Male,Married,Sales,Sales Executive,5,Marketing,4116,20,No,4,2,1,3,2,Non-Travel,9,13,No
1486,44,Female,Single,Research & Development,Healthcare Representative,5,Human Resources,4215,9,No,3,3,1,3,17,Travel_Rarely,2,1,No
1487,32,Male,Single,Research & Development,Manager,4,Marketing,1009,12,Yes,1,3,4,3,23,Travel_Rarely,7,10,No
1488,32,Female,Single,Research & Development,Healthcare Representative,4,Marketing,1009,6,No,1,4,1,3,21,Non-Travel,3,14,No
1489,22,Female,Married,Sales,Manager,4,Medical,9161,4,Yes,3,1,1,3,18,Non-Travel,4,14,Yes
1490,44,Male,Single,Research & Development,Healthcare Representative,1,Medical,7989,18,Yes,2,3,3,3,28,Travel_Rarely,2,6,Yes
1491,28,Male,Divorced,Research & Development,Research Scientist,2,Technical Degree,6333,7,No,2,3,3,3,26,Travel_Rarely,2,13,No
1492,36,Male,Divorced,Sales,Sales Executive,2,Medical,2445,18,No,3,4,2,4,2,Travel_Rarely,9,6,No
1493,50,Female,Divorced,Sales,Sales Executive,2,Life Sciences,9570,17,Yes,4,2,4,3,26,Travel_Rarely,1,5,No
1494,35,Female,Married,Research & Development,Manager,4,Human Resources,6594,11,No,3,4,4,3,16,Non-Travel,6,1,No
1495,38,Male,Married,Research & Development,Manufacturing Director,4,Medical,1009,20,No,2,3,1,3,5,Travel_Rarely,4,14,No
1496,34,Female,Married,Sales,Sales Executive,5,Human Resources,4113,16,No,4,4,4,3,11,Non-Travel,0,5,No
1497,27,Female,Divorced,Sales,Sales Executive,1,Marketing,5516,9,Yes,3,2,1,3,12,Non-Travel,3,10,Yes
1498,53,Female,Divorced,Sales,Sales Representative,2,Other,8742,8,No,1,3,3,3,26,Travel_Frequently,6,0,No
1499,31,Female,Divorced,Research & Development,Laboratory Technician,2,Medical,8504,13,No,2,4,4,3,11,Travel_Rarely,5,6,No
1500,49,Male,Divorced,Human Resources,Manager,4,Technical Degree,9736,1,No,2,2,1,3,16,Travel_Frequently,5,10,Yes
1501,37,Female,Single,Research & Development,Manufacturing Director,3,Human Resources,4235,19,Yes,2,2,3,4,19,Travel_Rarely,9,12,No
1502,43,Male,Single,Sales,Sales Representative,5,Technical Degree,7877,25,Yes,3,4,3,3,3,Non-Travel,8,5,Yes
1503,45,Male,Single,Research & Development,Manufacturing Director,2,Medical,8723,24,No,2,2,1,3,15,Non-Travel,8,0,Yes
1504,46,Female,Single,Research & Development,Manufacturing Director,2,Life Sciences,4626,28,No,4,1,2,3,5,Travel_Frequently,4,13,No
1505,48,Female,Divorced,Research & Development,Laboratory Technician,5,Medical,7191,29,No,2,1,4,4,3,Travel_Frequently,9,7,No
1506,55,Female,Single,Human Resources,Manager,4,Human Resources,4087,5,No,4,3,3,3,13,Travel_Rarely,2,13,Yes
1507,52,Female,Single,Research & Development,Manufacturing Director,4,Other,7192,34,Yes,4,1,2,3,9,Travel_Frequently,8,9,No
1508,31,Male,Divorced,Sales,Manager,4,Technical Degree,4806,7,No,1,1,3,3,14,Travel_Rarely,4,6,No
1509,34,Female,Divorced,Research & Development,Research Scientist,4,Marketing,7984,16,Yes,4,1,1,3,23,Travel_Frequently,5,14,Yes
1510,41,Male,Married,Sales,Manager,4,Medical,4492,17,Yes,2,1,2,3,10,Non-Travel,6,5,Yes
1511,36,Male,Single,Research & Development,Healthcare Representative,4,Marketing,13997,13,Yes,2,4,1,3,13,Travel_Rarely,7,1,No
1512,52,Male,Single,Sales,Sales Representative,2,Marketing,8027,12,Yes,1,4,1,3,11,Travel_Frequently,1,7,No
1513,37,Male,Married,Sales,Manager,2,Life Sciences,6920,19,Yes,3,3,2,3,20,Non-Travel,8,12,No
1514,42,Male,Single,Sales,Sales Executive,3,Marketing,2920,0,No,3,1,4,3,8,Non-Travel,4,11,Yes
1515,34,Female,Single,Research & Development,Manufacturing Director,5,Technical Degree,1009,16,Yes,3,1,4,3,22,Travel_Frequently,2,10,Yes
1516,40,Female,Single,Research & Development,Healthcare Representative,1,Marketing,8765,22,No,4,2,1,3,8,Non-Travel,1,9,Yes
1517,32,Male,Married,Research & Development,Laboratory Technician,1,Medical,12008,14,No,2,2,1,3,8,Travel_Frequently,9,14,No
1518,25,Female,Married,Sales,Sales Representative,1,Human Resources,1374,7,Yes,2,3,2,3,18,Non-Travel,3,7,Yes
1519,39,Male,Single,Research & Development,Healthcare Representative,4,Other,10164,4,No,1,2,2,3,7,Non-Travel,2,6,Yes
1520,52,Female,Divorced,Sales,Manager,3,Medical,4893,12,Yes,4,2,3,3,10,Travel_Rarely,3,8,No
1521,46,Female,Married,Research & Development,Healthcare Representative,4,Medical,6365,28,No,4,2,4,3,1,Travel_Rarely,6,2,No
1522,35,Male,Married,Human Resources,Human Resources,3,Technical Degree,9592,17,No,3,4,4,3,3,Travel_Rarely,7,6,Yes
1523,42,Female,Married,Sales,Sales Executive,4,Technical Degree,1009,24,No,4,4,1,3,14,Travel_Frequently,1,12,No
1524,50,Female,Divorced,Sales,Sales Representative,3,Human Resources,11330,31,No,1,4,2,4,8,Travel_Rarely,5,0,No
1525,31,Female,Single,Research & Development,Healthcare Representative,2,Marketing,7885,13,Yes,1,1,4,3,13,Travel_Rarely,1,6,No
1526,41,Female,Divorced,Sales,Sales Representative,3,Human Resources,7412,23,No,4,1,3,3,27,Non-Travel,3,12,No
1527,32,Female,Single,Sales,Sales Executive,1,Life Sciences,4149,14,No,3,4,3,3,6,Travel_Rarely,3,15,Yes
1528,36,Male,Single,Human Resources,Manager,2,Medical,10604,11,Yes,3,4,1,3,28,Travel_Rarely,1,9,Yes
1529,41,Female,Single,Sales,Sales Executive,1,Human Resources,5202,23,No,1,1,1,3,22,Travel_Rarely,0,3,Yes
1530,43,Female,Married,Research & Development,Manufacturing Director,4,Technical Degree,1009,25,No,3,3,3,3,11,Travel_Frequently,5,12,No
1531,47,Female,Married,Sales,Sales Representative,1,Life Sciences,1009,25,Yes,1,1,3,4,23,Travel_Rarely,3,11,Yes
1532,33,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,2581,15,Yes,3,1,3,4,22,Travel_Rarely,9,15,Yes
1533,25,Female,Divorced,Research & Development,Research Scientist,4,Technical Degree,10562,6,No,3,2,1,3,5,Travel_Rarely,1,9,No
1534,32,Male,Married,Human Resources,Manager,4,Life Sciences,7712,14,Yes,2,2,1,3,4,Travel_Rarely,0,5,No
1535,36,Female,Married,Sales,Sales Representative,2,Other,8169,18,Yes,2,4,3,3,28,Non-Travel,9,2,No
1536,37,Female,Married,Research & Development,Manufacturing Director,2,Medical,2009,7,No,1,1,2,3,24,Travel_Frequently,9,11,Yes
1537,45,Male,Divorced,Sales,Sales Representative,3,Life Sciences,4771,27,Yes,4,4,3,3,26,Travel_Rarely,2,7,Yes
1538,22,Female,Single,Sales,Sales Representative,2,Marketing,5001,4,No,2,3,1,3,20,Travel_Rarely,8,3,Yes
1539,50,Female,Married,Research & Development,Manager,2,Technical Degree,9475,24,Yes,3,2,2,3,28,Travel_Rarely,3,1,No
1540,33,Female,Single,Research & Development,Manufacturing Director,3,Other,5277,1,No,3,4,3,3,25,Travel_Rarely,1,9,No
1541,34,Male,Divorced,Human Resources,Manager,2,Marketing,13768,3,No,4,2,4,3,23,Travel_Rarely,2,6,Yes
1542,40,Female,Divorced,Research & Development,Research Scientist,5,Life Sciences,8005,9,No,4,2,1,4,12,Travel_Frequently,2,1,Yes
1543,46,Female,Divorced,Research & Development,Healthcare Representative,2,Other,7335,25,Yes,1,1,4,3,10,Travel_Rarely,2,12,No
1544,34,Female,Divorced,Human Resources,Human Resources,4,Marketing,5812,16,No,1,1,1,3,16,Travel_Rarely,8,7,Yes
1545,36,Female,Divorced,Research & Development,Manager,3,Other,6369,6,Yes,4,4,4,4,10,Travel_Rarely,1,10,Yes
1546,43,Female,Divorced,Human Resources,Human Resources,1,Technical Degree,6681,25,No,1,1,2,3,22,Travel_Frequently,2,5,Yes
1547,43,Male,Divorced,Research & Development,Healthcare Representative,1,Medical,6217,13,Yes,1,3,1,4,3,Travel_Frequently,8,9,Yes
1548,37,Male,Single,Research & Development,Manufacturing Director,2,Marketing,1009,19,No,4,2,3,3,17,Travel_Frequently,5,6,No
1549,45,Male,Single,Research & Development,Research Scientist,1,Medical,7712,19,Yes,2,2,3,3,5,Travel_Rarely,6,2,Yes
1550,45,Male,Single,Sales,Manager,4,Technical Degree,1009,16,No,2,2,3,3,21,Travel_Rarely,3,11,Yes
1551,55,Male,Married,Research & Development,Manager,4,Medical,6011,27,No,1,2,1,3,18,Non-Travel,8,13,Yes
1552,46,Female,Single,Research & Development,Healthcare Representative,3,Medical,2860,17,Yes,1,4,2,4,13,Travel_Frequently,1,5,Yes
1553,42,Female,Married,Research & Development,Manager,1,Human Resources,2813,24,No,3,1,2,4,11,Travel_Frequently,6,5,Yes
1554,31,Female,Single,Research & Development,Manager,4,Human Resources,13199,13,Yes,2,2,3,3,2,Travel_Frequently,5,7,No
1555,35,Male,Married,Research & Development,Manufacturing Director,4,Marketing,7261,17,No,3,4,2,3,10,Travel_Rarely,1,9,No
1556,44,Male,Single,Sales,Sales Executive,1,Other,8234,5,Yes,1,1,4,3,26,Travel_Frequently,6,4,Yes
1557,38,Male,Divorced,Research & Development,Manager,4,Life Sciences,7777,12,Yes,4,3,1,3,20,Travel_Rarely,2,7,Yes
1558,58,Female,Married,Research & Development,Laboratory Technician,1,Technical Degree,6298,24,Yes,3,1,2,3,27,Travel_Rarely,1,9,Yes
1559,38,Male,Single,Sales,Sales Executive,5,Technical Degree,10177,19,Yes,4,4,1,3,20,Travel_Rarely,4,11,Yes
1560,46,Male,Single,Sales,Manager,4,Marketing,10654,6,No,4,2,2,3,14,Non-Travel,7,0,Yes
1561,42,Female,Married,Research & Development,Laboratory Technician,4,Marketing,2499,23,No,2,3,4,3,22,Travel_Frequently,2,4,Yes
1562,51,Male,Married,Research & Development,Healthcare Representative,1,Medical,2487,2,Yes,4,4,1,3,6,Travel_Rarely,7,8,Yes
1563,39,Male,Divorced,Research & Development,Manufacturing Director,3,Technical Degree,3860,21,Yes,1,1,2,3,5,Travel_Rarely,0,7,Yes
1564,36,Male,Married,Research & Development,Manufacturing Director,4,Technical Degree,7650,18,No,1,4,2,3,24,Travel_Rarely,3,8,No
1565,39,Female,Divorced,Research & Development,Laboratory Technician,2,Technical Degree,7976,6,Yes,2,2,2,3,13,Non-Travel,3,4,Yes
1566,51,Male,Divorced,Research & Development,Research Scientist,4,Technical Degree,8087,19,Yes,2,3,1,3,17,Travel_Rarely,0,9,Yes
1567,34,Female,Single,Research & Development,Healthcare Representative,2,Marketing,9874,11,Yes,1,1,3,3,7,Non-Travel,4,3,Yes
1568,47,Female,Single,Sales,Sales Representative,3,Marketing,2203,6,Yes,2,3,3,3,24,Travel_Rarely,8,11,Yes
1569,42,Female,Single,Sales,Manager,1,Life Sciences,8954,24,Yes,1,2,4,3,4,Non-Travel,8,10,Yes
1570,34,Male,Single,Research & Development,Laboratory Technician,1,Medical,11314,16,No,3,3,1,3,14,Non-Travel,6,0,Yes
1571,35,Female,Single,Sales,Sales Executive,1,Human Resources,6939,12,No,4,1,4,3,18,Travel_Rarely,6,8,Yes
1572,35,Male,Single,Sales,Manager,5,Other,6554,17,No,3,3,3,4,23,Non-Travel,1,5,No
1573,27,Male,Single,Research & Development,Healthcare Representative,2,Marketing,1459,9,Yes,2,2,1,3,21,Travel_Rarely,9,11,Yes
1574,51,Male,Married,Human Resources,Manager,4,Human Resources,3535,20,Yes,1,3,3,3,6,Non-Travel,0,3,No
1575,28,Male,Married,Research & Development,Healthcare Representative,4,Medical,1009,10,Yes,4,2,4,3,12,Non-Travel,7,2,Yes
1576,31,Male,Divorced,Research & Development,Laboratory Technician,5,Technical Degree,1869,11,No,1,3,2,3,27,Travel_Rarely,9,6,Yes
1577,51,Female,Divorced,Sales,Sales Executive,4,Life Sciences,10034,33,Yes,1,1,1,3,4,Travel_Frequently,0,4,Yes
1578,30,Male,Divorced,Sales,Sales Executive,1,Life Sciences,14383,12,Yes,2,2,4,3,27,Non-Travel,5,15,Yes
1579,45,Female,Single,Sales,Manager,5,Life Sciences,5363,2,Yes,3,1,4,3,5,Non-Travel,3,0,Yes
1580,18,Female,Married,Research & Development,Healthcare Representative,2,Other,14518,0,No,2,1,3,3,12,Non-Travel,5,3,Yes
1581,24,Male,Single,Human Resources,Human Resources,5,Medical,1009,6,No,2,4,3,3,20,Travel_Frequently,5,3,Yes
1582,46,Female,Single,Research & Development,Healthcare Representative,1,Life Sciences,15039,9,No,2,4,4,3,27,Non-Travel,9,13,No
1583,49,Female,Married,Sales,Sales Executive,2,Medical,8473,22,No,4,4,4,3,20,Travel_Rarely,5,4,No
1584,42,Female,Married,Research & Development,Laboratory Technician,4,Human Resources,9486,24,No,2,4,4,3,17,Travel_Rarely,3,2,No
1585,43,Female,Single,Sales,Sales Executive,5,Technical Degree,7484,7,Yes,3,3,2,3,10,Travel_Rarely,8,13,Yes
1586,37,Male,Divorced,Research & Development,Research Scientist,1,Other,6280,9,No,1,4,1,3,22,Travel_Rarely,7,5,Yes
1587,30,Male,Divorced,Research & Development,Research Scientist,1,Life Sciences,5517,12,Yes,2,4,3,3,16,Travel_Rarely,5,14,No
1588,21,Male,Divorced,Research & Development,Healthcare Representative,2,Life Sciences,6155,2,Yes,2,1,4,3,22,Travel_Frequently,7,8,No
1589,28,Female,Single,Research & Development,Laboratory Technician,2,Marketing,2637,10,No,2,2,1,3,8,Travel_Rarely,8,2,No
1590,38,Female,Single,Research & Development,Healthcare Representative,4,Medical,11372,20,No,2,3,1,3,12,Travel_Rarely,5,0,Yes
1591,45,Male,Single,Sales,Sales Executive,2,Human Resources,1009,19,Yes,2,1,1,3,19,Travel_Rarely,9,15,Yes
1592,28,Male,Married,Sales,Sales Representative,3,Marketing,9792,10,Yes,3,4,2,3,23,Travel_Rarely,5,13,No
1593,28,Male,Married,Research & Development,Manager,1,Human Resources,5713,10,Yes,3,2,4,3,3,Travel_Frequently,1,7,No
1594,41,Male,Divorced,Research & Development,Laboratory Technician,5,Human Resources,3110,23,No,4,2,3,3,20,Travel_Frequently,6,1,No
1595,37,Male,Divorced,Research & Development,Manufacturing Director,2,Human Resources,1830,4,Yes,4,1,2,3,25,Travel_Frequently,8,2,Yes
1596,31,Female,Married,Research & Development,Laboratory Technician,2,Life Sciences,7619,13,No,3,1,4,3,9,Travel_Frequently,4,14,No
1597,22,Female,Married,Sales,Sales Executive,1,Marketing,8041,4,No,2,4,3,3,12,Non-Travel,6,14,Yes
1598,36,Male,Divorced,Research & Development,Research Scientist,2,Other,8433,0,Yes,1,3,4,3,28,Non-Travel,6,14,No
1599,39,Female,Single,Sales,Sales Representative,1,Life Sciences,11274,6,No,4,2,1,3,11,Travel_Rarely,9,15,Yes
1600,38,Female,Divorced,Research & Development,Research Scientist,4,Life Sciences,4997,9,No,2,2,1,3,20,Travel_Rarely,0,11,No
1601,38,Male,Divorced,Human Resources,Human Resources,2,Life Sciences,8401,20,No,3,2,1,3,9,Travel_Rarely,4,14,No
1602,37,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,6642,19,No,2,2,4,3,16,Travel_Rarely,2,13,Yes
1603,30,Male,Single,Research & Development,Manufacturing Director,5,Human Resources,4179,4,Yes,3,3,4,3,5,Travel_Rarely,5,3,No
1604,24,Male,Divorced,Research & Development,Healthcare Representative,4,Medical,12623,6,Yes,1,2,2,3,14,Travel_Rarely,2,12,Yes
1605,25,Male,Single,Sales,Sales Executive,3,Marketing,4074,7,No,1,4,4,3,14,Travel_Rarely,5,13,No
1606,30,Male,Married,Research & Development,Research Scientist,4,Technical Degree,9632,11,Yes,4,4,4,3,21,Non-Travel,9,3,No
1607,34,Male,Married,Research & Development,Research Scientist,1,Human Resources,10867,6,No,1,4,1,3,22,Non-Travel,6,6,Yes
1608,30,Male,Single,Research & Development,Manufacturing Director,2,Technical Degree,7476,12,No,4,4,3,3,26,Non-Travel,4,8,No
1609,29,Male,Single,Sales,Sales Representative,1,Technical Degree,14008,0,Yes,2,3,3,3,11,Non-Travel,9,13,Yes
1610,26,Female,Married,Human Resources,Human Resources,1,Human Resources,7584,8,No,2,4,2,4,14,Non-Travel,2,3,No
1611,42,Male,Single,Research & Development,Healthcare Representative,3,Medical,7948,5,Yes,4,1,2,3,1,Travel_Rarely,8,2,No
1612,35,Male,Divorced,Sales,Manager,4,Other,6045,17,Yes,2,2,2,3,24,Travel_Rarely,6,8,No
1613,37,Male,Single,Sales,Sales Executive,5,Life Sciences,5985,19,Yes,1,2,2,3,3,Non-Travel,5,6,Yes
1614,45,Female,Divorced,Research & Development,Research Scientist,1,Technical Degree,14236,4,Yes,4,4,4,4,26,Non-Travel,4,0,No
1615,31,Male,Married,Research & Development,Manager,1,Marketing,1705,13,Yes,2,3,2,4,20,Non-Travel,0,4,Yes
1616,36,Male,Single,Research & Development,Laboratory Technician,3,Medical,15528,5,Yes,3,3,1,3,12,Travel_Rarely,4,14,No
1617,29,Female,Single,Research & Development,Manager,2,Marketing,12236,11,No,4,1,3,3,6,Travel_Rarely,7,13,No
1618,52,Female,Divorced,Research & Development,Healthcare Representative,5,Life Sciences,4562,24,No,2,3,1,3,15,Non-Travel,0,8,No
1619,42,Female,Single,Sales,Manager,4,Life Sciences,12199,11,No,4,2,1,3,7,Travel_Rarely,5,4,No
1620,33,Male,Married,Sales,Sales Representative,3,Medical,5787,15,No,2,1,2,3,17,Non-Travel,8,8,No
1621,31,Female,Married,Human Resources,Human Resources,4,Marketing,2948,12,Yes,1,4,3,3,14,Non-Travel,7,5,No
1622,31,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,2216,13,Yes,4,3,4,3,2,Travel_Frequently,8,1,Yes
1623,37,Male,Married,Sales,Sales Representative,4,Other,3805,17,No,3,4,3,3,16,Travel_Rarely,6,9,No
1624,39,Female,Single,Research & Development,Research Scientist,5,Life Sciences,1054,14,Yes,1,2,3,3,28,Travel_Rarely,6,7,Yes
1625,39,Male,Single,Sales,Sales Representative,1,Marketing,9417,7,Yes,3,1,4,3,9,Travel_Rarely,2,14,Yes
1626,19,Female,Single,Sales,Sales Executive,4,Other,7809,1,Yes,4,4,3,4,25,Travel_Rarely,3,2,Yes
1627,48,Female,Divorced,Sales,Sales Executive,5,Medical,2266,13,Yes,1,4,1,3,22,Non-Travel,6,6,Yes
1628,52,Female,Married,Sales,Manager,3,Other,7966,9,Yes,2,2,4,4,15,Travel_Frequently,8,6,No
1629,30,Female,Married,Sales,Sales Representative,2,Other,6304,12,Yes,2,4,1,4,8,Non-Travel,7,5,Yes
1630,42,Female,Single,Research & Development,Manager,3,Marketing,6766,24,Yes,3,4,4,3,17,Travel_Rarely,5,1,No
1631,41,Female,Married,Research & Development,Research Scientist,4,Medical,3277,12,No,2,3,4,3,17,Travel_Rarely,0,7,No
1632,38,Male,Single,Sales,Sales Executive,5,Marketing,1551,4,Yes,3,2,4,4,13,Travel_Rarely,3,8,Yes
1633,35,Female,Divorced,Sales,Sales Executive,3,Other,3336,17,Yes,1,2,4,3,24,Travel_Rarely,3,5,Yes
1634,30,Female,Single,Sales,Sales Executive,4,Medical,10826,12,No,3,1,3,3,29,Non-Travel,0,11,No
1635,46,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,8631,1,No,2,2,1,3,4,Travel_Rarely,5,14,No
1636,27,Female,Married,Research & Development,Manager,4,Marketing,5392,9,Yes,3,3,4,3,4,Non-Travel,8,0,Yes
1637,47,Male,Single,Research & Development,Laboratory Technician,3,Technical Degree,6996,15,No,3,2,2,3,13,Travel_Rarely,4,14,No
1638,57,Female,Married,Research & Development,Laboratory Technician,3,Marketing,7876,37,No,3,3,3,3,27,Travel_Rarely,6,14,No
1639,38,Female,Married,Research & Development,Healthcare Representative,1,Life Sciences,5418,9,No,2,3,2,3,10,Travel_Rarely,1,9,Yes
1640,38,Male,Married,Sales,Sales Representative,1,Technical Degree,5966,0,No,3,1,2,3,12,Travel_Frequently,8,4,No
1641,43,Male,Single,Research & Development,Laboratory Technician,4,Human Resources,9848,18,Yes,1,4,2,4,26,Travel_Rarely,6,13,Yes
1642,29,Female,Single,Human Resources,Manager,5,Marketing,1840,11,No,3,2,2,3,9,Non-Travel,8,6,Yes
